1.0	easy	SELECT Count(*) FROM log2 WHERE log2.idcase = 'terminal'	SELECT count(*) FROM log1 WHERE activity = 'Closed'	2667	2667	nan	nan	*Original	original	Quantas atividades fechadas temos?	How many closed activities do we have?	"SELECT count(*) FROM log1 WHERE activity=""Closed"""	Quantas atividades 'fim da viagem' temos?	How many activities 'end trip' do we have?	SELECT count(*) FROM events_log WHERE activity = 'End trip'	S	eventos	nan
167.0	medium	SELECT Count(*), log2.resource FROM log2 GROUP BY log2.resource	SELECT resource, activity, count(*) FROM log5 GROUP BY resource, activity	2855	2855	nan	nan	Original	nan	Há quantas atividades por tipo para cada recurso?	How many activities per type for each resource?	select resource, activity, count(*) from log5_excerpt24 le group by resource, activity	 	nan	select count(*), activity, resource from events_log group by resource, activity	S	atividade, recurso	nan
168.0	medium	SELECT log2.activity FROM log2 ORDER BY log2.activity Asc	SELECT activity, enddatetime FROM log2 WHERE enddatetime BETWEEN '2020-01-01' AND '2020-03-31'	2857	2857	nan	nan	Original	nan	Quais atividades foram realizadas no primeiro semestre de 2020?	What activities were carried out in the first half of 2020?	select activity, enddatetime from log2_excerpt6 where enddatetime between '2020-01-01' and '2020-03-31'	Quais atividades foram realizadas no primeiro semestre de 2018?	What activities were carried out in the first half of 2018?	select DISTINCT activity from events_log where timestamp between '2018-01-01' and '2018-07-01'	S	atividade	Fiz uma consulta com eventos também.
169.0	medium	SELECT log1.idcase FROM log1 WHERE log1.resource = 'terminal'	SELECT idcase, resource FROM log3 WHERE resource = '112' ORDER BY idcase	2858	2858	nan	nan	Original - não corresponde ao SQL	nan	Que recurso está sendo usado em cada caso de requisição empréstimo ?	Which loan requirement cases are using resource 112?	SELECT idcase, resource FROM log3_excerpt15 WHERE resource = '112' ORDER BY idcase	"Quais casos estiveram associados ao recurso ""Wayne"". Ordem por identificado de caso."	"Which cases were associated with ""Wayne"" resource. Sort by case identifier."	SELECT DISTINCT idcase FROM events_log WHERE resource = 'Wayne' ORDER BY idcase	S	casos	nan
170.0	medium	SELECT Count(*) FROM log1 WHERE log1.idcase = 'terminal' AND log1.enddatetime LIKE 'terminal'	SELECT activity, COUNT(DISTINCT idcase) FROM log1 WHERE enddatetime = '2016-03-02' GROUP BY activity	2867	2867	nan	nan	Original - português está estranho	nan	Quantos incidentes separados por atividade estão expiram no dia 2 de março de 2016?	How many incidents, separeted by activity, expire at March 02nd 2016 ?	SELECT T2.activity, COUNT(*) FROM (SELECT T1.idcase,T1.activity, enddatetime FROM log1_excerpt3 AS T1 WHERE T1.enddatetime = '2016-03-02' GROUP BY T1.idcase, T1.activity, T1.enddatetime) AS T2 GROUP BY T2.activity	 	nan	nan	N	atividade	Aqui temos uma situação já vista anteriormente no qual é necessário saber o que é um caso finalizado.
171.0	medium	SELECT log6.resource FROM log1 WHERE log1.idcase = 'terminal'	SELECT * FROM log3 WHERE activity LIKE 'O%'	2868	2868	nan	nan	Original - acho que não devemos falar em subprocesso	nan	Quais são as requisições que tiveram origem do subprocesso 'O'?	What are the requests that originated from the subprocess 'O'?	SELECT * FROM log3_excerpt12 WHERE activity LIKE 'O%';	Quantos casos iniciaram com um atividade que inicia com 'Permit'?	How many cases started with an activity that starts with 'Permit'?	SELECT COUNT(idcase) FROM (SELECT idcase, activity, MIN(timestamp) FROM events_log  GROUP BY idcase) AS e1 WHERE e1.activity LIKE 'Permit%'	S	casos	Dúvidas se spider consegue classificar essa consulta
172.0	hard	SELECT log1.idcase FROM log1	SELECT T1.idcase FROM log5 AS T1 WHERE T1.idcase NOT IN (SELECT idcase FROM log5 WHERE activity = 'In Progress' OR activity = 'Closed' GROUP BY idcase, activity)	2869	2869	nan	nan	* Original - usou a semântica do valor do atributo e interpretou errado	nan	Quais casos registrados estão esperando atribuição ?	Which registered cases are awaiting assigment ?	SELECT T1.idcase FROM log5_excerpt24 AS T1 WHERE T1.idcase NOT IN (SELECT idcase FROM log5_excerpt24 WHERE activity IN ('In Progress', 'Closed') GROUP BY idcase, activity)	"Quais os casos que ainda não passaram pelas atividades ""requisição de pagamento"" ou ""pagamento efetivado""?"	Which cases have not yet passed through the “payment request” or “payment handled” activities?	SELECT DISTINCT idcase FROM events_log WHERE idcase NOT IN (SELECT idcase FROM events_log WHERE activity='Request payment' OR activity='Request handled')	S	casos	nan
173.0	hard	SELECT log1.activity FROM log1 WHERE log1.costevent = 'terminal' ORDER BY log1.activity Asc	SELECT * FROM log6 WHERE activity = 'In Progress' OR activity = 'Assigned' ORDER BY startdatetime, resource	2870	2870	nan	nan	*Original - errada tb	nan	Quais as atividades que ainda estão 'In Progress' ou 'Assigned'? Ordenadas pela data de início mais antiga e pelo nome do recurso.	What activities are still 'In Progress' or 'Assigned'? Ordered by earliest start date and resource name.	SELECT * FROM log6_excerpt29 WHERE activity = 'In Progress' OR activity = 'Assigned' ORDER BY startdatetime, resource;	Recupere todas as informações sobre os eventos referentes às atividades 'inicio de viagem' ou 'declaração requisitada pelo funcionário', ordenando a resposta de forma ascendente de data e nome do recurso.	Retrieve all information about events relating to the activities 'start trip' or 'declaration submitted by employee', sorting the response in ascending order of date and name of the resource.	SELECT * FROM events_log WHERE activity = 'Start trip' OR activity = 'Declaration submitted by employee' ORDER BY timestamp, resource	S	eventos	nan
174.0	extra	SELECT Count(*) FROM log1 JOIN log3 WHERE log1.resource = 'terminal' ORDER BY log1.resource Asc	SELECT COUNT(*), resource FROM log6 WHERE activity LIKE 'In Progress' GROUP BY resource ORDER BY resource	2871	2871	nan	nan	Original	nan	Qual a quantidade de atividades ainda 'In Progress' por nome do recurso? Ordenada por nome do recurso.	What is the amount of activities that are 'In Progress' by resource name? Ordered by resource name.	SELECT COUNT(*), resource FROM log6_excerpt29 WHERE activity LIKE 'In Progress' GROUP BY resource ORDER BY resource;	Qual a quantidade de atividades 'pagamento efetivado'?	What is the total of 'payment handled' activities?	SELECT count(*) From events_log where activity='Payment handled'	S	atividade	Não faz muito sentido ordenar por recurso.
175.0	medium	SELECT Count(*), log2.activity FROM log2 GROUP BY log2.activity	SELECT activity, count(*) FROM log4 GROUP BY activity	2865	2865	nan	nan	Original	nan	Quantos incidentes existem por atividade?	How many incidents are there per activity?	SELECT activity, count(*) FROM log4_excerpt16 GROUP BY activity;	 	nan	SELECT count(DISTINCT idcase), activity FROM events_log GROUP BY activity	S	atividade, casos	nan
176.0	extra	SELECT Count(*), log1.activity FROM log1 GROUP BY log1.activity	SELECT resource, activity, COUNT(activity) FROM log1 WHERE resource != 'null' GROUP BY resource, activity	2875	2875	nan	nan	Original	nan	Quantas atividades de cada tipo os operadores atenderam?	How many activities of each type do operators handle?	SELECT resource, activity, COUNT (acitivity) FROM log1_excerpt1 WHERE resource IS NOT NULL GROUP BY resource, activity	 	nan	select count(DISTINCT activity), resource  FROM events_log GROUP by resource	S	recurso	nan
177.0	hard	SELECT Count(*), log1.activity FROM log1 WHERE log1.costevent = 'terminal' GROUP BY log1.activity	SELECT resource, activity, COUNT(activity) FROM log1 WHERE activity LIKE '%ed' GROUP BY resource, activity	2879	2879	nan	nan	Original	nan	Quantas atividades de finalização (resolved, closed) cada pessoa foi responsável?	How many completion activities (resolved, closed) was each person responsible?	"SELECT resource, activity, COUNT (activity) FROM log1_excerpt1 WHERE activity LIKE ""%ed"" GROUP BY resource, activity"	"Por quantas atividades de finalização (""fim de viagem"", ""pagamento efetuado"") cada pessoa foi responsável?"	"How many completion activities (""end trip"", ""payment handled"") was each person responsible?"	SELECT resource, activity, COUNT (*) FROM events_log WHERE activity = 'End trip' OR activity = 'Payment handled' GROUP BY resource, activity	S	recurso, atividade	Também fiz uma consulta SQL que obtém as últimas atividades executadas em cada caso como sendo a atividade finalização.
178.0	extra	SELECT log8.resource, Count(*) FROM log1 JOIN log8 GROUP BY log1.idcase	SELECT resource, COUNT(activity) FROM log1 WHERE activity IN ('New') GROUP BY resource, activity	2880	2880	nan	nan	Original	nan	Quantos incidentes novo cada pessoa foi responsável?	How many new incidents was each person responsible?	"SELECT resource, COUNT (activity) FROM log1_excerpt1 WHERE activity IN (""New"") GROUP BY resource, activity"	Em quantos casos cada recurso foi responsável por executar a primeira ocorrência da atividade 'declaração rejeitada pelo pré-aprovador'?	How many cases was each resource responsible for performing the first occurrence of the 'declaration rejected by pre-approver' activity?	SELECT count(*), resource FROM (SELECT resource, MIN(timestamp) FROM events_log where activity = 'Declaration rejected by pre-approver' GROUP by resource, idcase) GROUP by resource	S	recurso	nan
179.0	hard	SELECT Count(*) FROM log1 WHERE log1.costevent < (SELECT log1.costevent FROM log1)	SELECT T1.idcase, count(*) FROM log5 AS T1 JOIN log5 AS T2 ON T1.idcase = T2.idcase WHERE T1.activity != 'Closed' AND T2.activity = 'Closed' GROUP BY T1.idcase	2859	2859	nan	nan	*Original - usou a semântica do rótulo a atividade e interpretou errado	nan	Quantas atividades ocorreram antes de uma atividade ser fechada?	How many activities occurred before an activity was closed?	select T1.idcase, count(*) as countactivity from log5_excerpt24 AS T1 inner join log5_excerpt24 AS T2 on T1.idcase = T2.idcase where T1.activity!= 'Closed' and T2.activity='Closed' group by T1.idcase	"Quantas atividades foram executadas em cada caso até que a atividade ""fim de viagem"" tenha sido executada?"	"How many activities were performed in each case until the ""end of trip"" activity was performed?"	select count(*), e1.idcase from events_log AS e1 inner join events_log AS e2 on e1.idcase = e2.idcase WHERE e2.activity='End trip' and e1.timestamp < e2.timestamp group by e1.idcase	S	eventos	Nessa consulta está considerando os eventos, se tiverem atividades repetidas são contadas a quantidade de vezes que aparecerem no caso.
180.0	medium	SELECT log1.activity FROM log1 WHERE log1.activity = 'terminal' ORDER BY log1.costevent Asc	SELECT idcase, activity FROM log5 WHERE resource = 'Tomas' AND startdatetime BETWEEN '2012-01-01' AND '2012-06-30'	2860	2860	nan	nan	Original	nan	Quais atividades o Tomas efetuou no primeiro semestre de 2012?	What activities did Tomas carry out in the first half of 2012?	select idcase, activity from log5_excerpt24 where resource = 'Tomas' and startdatetime between '2012-01-01' and '2012-06-30'	Quais atividades o recurso Thomas efetuou no primeiro semestre de 2018?	What activities did Thomas carry out in the first half of 2018?	select DISTINCT activity from events_log where resource='Thomas' and  timestamp between '2018-01-01' and '2018-07-01'	S	eventos	"similar a ""Quais atividades foram realizadas no primeiro semestre de 2018?"""
181.0	medium	SELECT log1.resource FROM log1 ORDER BY * Asc	SELECT idevent, activity FROM log5 WHERE activity = 'In Progress' ORDER BY startDateTime ASC	2861	2861	nan	nan	Original - o sql não resolve isso	nan	Quais problemas ainda estão em progresso, ordenados em ordem crescente pela data de início?	Which problems are still in progress, sorted in ascending order?	SELECT idevent, activity FROM log5_excerpt21 WHERE activity='In Progress' ORDER BY startDateTime ASC;	Quais casos passaram pela atividade 'declaração rejeitada pelo supervisor'? Ordene de forma ascendente pela data de início.	"Which cases passed through ""declaration rejected by supervisor""? Sorted in ascending order from start date."	SELECT DISTINCT e1.idcase FROM events_log e1 inner join  (SELECT idcase, MIN(timestamp) as timestamp  FROM events_log  GROUP BY idcase order by timestamp) AS e2  on e1.idcase=e2.idcase WHERE e1.activity =  'Declaration rejected by supervisor' ORDER by e2.timestamp	S	casos	Acho que o Spider não consegue classificar essa consulta
182.0	medium	SELECT Count(*), log1.idcase FROM log1 WHERE log1.enddatetime >= 'terminal'	SELECT T1.idcase FROM log1 AS T1 WHERE T1.enddatetime <= '2016-03-31' AND T1.activity = 'Active' GROUP BY T1.idcase	2862	2862	nan	nan	Original - o sql não resolve isso	nan	Quais são os incidentes estão ativos e expiraram no final do mês de março de 2016?	Which and how many are the active incidents that expire by the end of March 2016?	SELECT T1.idcase FROM log1_excerpt3 AS T1 WHERE T1.enddatetime <= '2016-03-31' AND T1.activity = 'Active' GROUP BY T1.idcase	 	nan	nan	N	casos	Aqui temos uma situação já vista anteriormente no qual é necessário saber o que é um caso finalizado.
183.0	extra	SELECT log1.resource FROM log1 GROUP BY log1.resource HAVING Count(*) > 'terminal'	SELECT idcase FROM log6 WHERE idcase IN (SELECT DISTINCT idcase FROM log6 WHERE activity != 'Closed') GROUP BY idcase HAVING count(DISTINCT resource) > 1	2828	2828	nan	nan	original - usa contexto da atividade e isso não funciona	nan	Quais são os problemas em aberto que tiveram atuação de mais de um recurso?	What are the open issues that had actions of more than one resource?	select idcase from ( select case when activity = 'Closed' then true else false end problem_closed ,idcase ,resource from public.log6_excerpt29 ) l6e29 group by idcase, problem_closed having problem_closed != true and count(distinct resource) > 1	Quais são os casos passaram pela atividade 'fim de viagem' mas não passaram pela atividade 'requisição de pagamento' ou 'pagamento efetuado' e nos quais mais de um recurso atuou.	What are the cases that went through the 'end trip' activity but did not go through the 'request payment' or 'payment handled' activity and in which more than one resource acted.	SELECT DISTINCT idcase FROM events_log where activity='End trip' INTERSECT SELECT DISTINCT idcase FROM events_log GROUP BY idcase HAVING count(DISTINCT resource) > 1 EXCEPT SELECT DISTINCT idcase FROM events_log where activity='Request Payment' OR activity='Payment handled'	S	casos	nan
184.0	medium	SELECT Count(DISTINCT log1.resource), log1.costevent FROM log1 GROUP BY log1.resource	SELECT idcase, COUNT(DISTINCT resource), AVG(costevent) FROM log7 GROUP BY idcase	2829	2829	nan	nan	Original	nan	Para cada instância do processo, qual é o número de recursos únicos e seu custo?	For each process instance, what is the number of unique resources and its cost?	SELECT idcase, COUNT(DISTINCT resource) AS unique_resources, AVG(costevent) AS cost FROM log7_excerpt33 GROUP BY idcase ;	 	nan	SELECT COUNT(DISTINCT resource), SUM(cost), idcase FROM events_log GROUP BY idcase	P	casos, recurso	Reexecutar a consulta quando os custos do log de eventos forem ajustados
185.0	hard	SELECT log1.idcase FROM log1 WHERE log1.idcase = 'terminal' GROUP BY log1.idcase HAVING Count(*) > 'terminal'	SELECT idcase, activity, count(activity) FROM log2 GROUP BY idcase, activity HAVING count(activity) > 1 AND activity LIKE 'Remetido%'	2830	2830	nan	nan	Original (usando semântica)	nan	"Quais ações judiciais possuem mais que um movimento processual começando com ""Remetido""?"	"Which lawsuits have more than one procedural movement starting with ""Remitted""?"	select idcase lawsuits, activity procedural_movement , count(activity) qty from public.log2_excerpt10 group by idcase, activity having count(activity) > 1 and activity like 'Remetido%';	"Quais casos possuem mais de uma atividade cujo nome inicia com ""permissão""?"	"Which cases have more than one activity whose name starts with ""permit""?"	select idcase from events_log where activity like 'Permit%' GROUP BY idcase HAVING count(*) > 1	S	casos	nan
186.0	medium	SELECT log1.idcase FROM log1 ORDER BY log1.enddatetime Asc	SELECT idevent FROM log1 WHERE activity = 'Resolved' ORDER BY enddatetime	2891	2891	nan	nan	Original	nan	Quais são os Ids dos eventos finalizados, em ordem de termino?	What are the resolved event IDs, in end-time order?	select idevent from public.log1_excerpt3 WHERE activity='Resolved' ORDER BY enddatetime;	 	nan	SELECT id FROM (select id, MAX(timestamp) as timestamp  FROM events_log GROUP by idcase) ORDER by timestamp 	S	eventos	Precisa validar se o Spider consegue classificar essa consulta. Nessa consulta o termo finalizar, considerei o último evento executado para o caso. 
187.0	easy	SELECT log1.activity FROM log1 GROUP BY log1.activity HAVING Count(*) >= 'terminal'	SELECT activity FROM log1 GROUP BY activity HAVING COUNT(idevent) > 6	2892	2892	nan	nan	Original	nan	*Quais atividades possuem ao menos 7 eventos?	Which activities have at least 7 events?	select activity from public.log1_excerpt3 group by activity having COUNT(idevent) > 6;	Quais atividades ocorreram pelo menos cem vezes?	What activities occurred at least one hundred times?	SELECT activity FROM events_log GROUP BY activity HAVING COUNT (*) >= 100	S	atividade	nan
188.0	medium	SELECT Count(DISTINCT log1.idcase), log1.idcase FROM log1 GROUP BY log1.idcase	SELECT idcase, count(DISTINCT idcase) FROM log1 GROUP BY idcase	2707	2707	nan	nan	O que é o IDGROUP é o RECURSO?	nan	Contar a quantidade de casos distintos por idgroup	Count the number of distinct cases per idgroup	SELECT idgroup , count(DISTINCT idcase) FROM tabela GROUP BY 1	 	nan	nan	N	casos	Acho que essa consulta não faz muito sentido
189.0	extra	SELECT log6.resource FROM log6 GROUP BY log6.resource ORDER BY Count(*) Desc	SELECT idcase, count(DISTINCT resource) FROM log1 GROUP BY idcase ORDER BY count(DISTINCT resource) DESC	2711	2711	nan	nan	Verificar o que e o IDGROUP	nan	Ordernar os grupos por quantidade de recursos distintos de forma decrescente	order the groups by number of different resources in descending order	select idgroup , count(DISTINCT resource) as resources from tabela ORDER BY 2 DESC	 	nan	nan	N	recurso	Acho que essa consulta não faz muito sentido
190.0	hard	SELECT log1.costevent FROM log1	SELECT idcase FROM log8 WHERE activity = 'Start Trip' INTERSECT SELECT idcase FROM log8 WHERE activity = 'End Trip'	2729	2729	nan	nan	Original (ver a semântica para ver se o SQL faz sentido)	nan	Quais declarações tem eventos depois da viagem ter acabado	What declaration already have events after the trip has ended	SELECT idcase FROM trip_events WHERE activity = 'Start Trip' INTERSECT SELECT idcase FROM trip_events WHERE activity = 'End Trip'	 	nan	select e1.idcase from events_log AS e1 inner join events_log AS e2 on e1.idcase = e2.idcase  WHERE e2.activity='End trip' and e1.timestamp > e2.timestamp group by e1.idcase	S	casos	Similar a uma consulta que busca os eventos após a atividade 'end trip'
191.0	medium	SELECT Count(*) FROM log1 WHERE log1.costevent = 'terminal'	SELECT idcase, COUNT(idcase) FROM log4 WHERE activity = 'In Progress' GROUP BY idcase	2731	2731	nan	nan	*Original (eu acho que já vi essa consulta antes)	nan	"Contar quantos incidentes estão ""Em Progresso"""	Count how many incidents are In Progress	SELECT idcase, COUNT(idcase) FROM incidents WHERE activity = 'In Progress'	 	nan	nan	nan	nan	nan
192.0	hard	SELECT log1.resource FROM log1 WHERE log1.costevent = 'terminal' EXCEPT SELECT log1.resource FROM log1	SELECT resource FROM log4 WHERE activity = 'Awaiting Assignement' EXCEPT SELECT resource FROM log4 WHERE activity = 'In Progress'	2732	2732	nan	nan	Original (uso da semântica do nome da atividade)	nan	Encontrar os recursos que estão esperando atribuição, com exceção daqueles que já tem incidente em progresso	Find the resources that are Awaiting Assignement, except the ones that already have an incident in progress	SELECT resource FROM incident_events WHERE activity = 'Awaiting Assignement' EXCEPT SELECT resource FROM incident_events WHERE activity = 'In Progress'	 	nan	nan	nan	nan	nan
193.0	medium	SELECT log1.resource FROM log1	SELECT idcase, COUNT(*) FROM log3 GROUP BY idcase HAVING COUNT(*) > 1	2760	2760	nan	nan	Original - não faz sentido - não existe evento com ID duplicado	nan	Existe registro duplicado na base?	Is there a duplicate record in the database?	SELECT idcase COUNT(*) FROM idcase GROUP BY idcase HAVING COUNT(*) > 1;	 	nan	nan	nan	nan	nan
194.0	medium	SELECT Count(*), log1.idcase FROM log1 WHERE log1.enddatetime BETWEEN 'terminal' AND 'terminal'	SELECT activity, COUNT(idcase) FROM log3 WHERE enddatetime BETWEEN '2011-12-01' AND '2011-12-05' GROUP BY activity	2763	2763	nan	nan	Original - incorreta (acho que nem sei arrumar)	nan	Qual a quantidade de casos por atividade finalizados entre ‘2011-12-01’ e ‘2011-12-05’?	How many cases per activity were completed between '2011-12-01' and '2011-12-05'?	SELECT activity, COUNT(idcase) FROM public.log3_excerpt13 GROUP BY activity WHERE enddatetime BETWEEN ‘2011-12-01’ AND ‘2011-12-05’;	 	nan	nan	nan	nan	nan
195.0	medium	SELECT log1.idcase FROM log1 ORDER BY log1.enddatetime Asc	SELECT * FROM log1 WHERE activity = 'Active' ORDER BY enddatetime ASC	2770	2770	nan	nan	Original - essa consulta tem uma intenção boa, mas está errada	nan	Quais casos ainda estão ativos, ordenados por enddatetime?	Which cases are still active, ordered by the enddatetime?	"SELECT * FROM log_table WHERE activity = ""Active"" ORDER BY enddatetime ASC;"	 	nan	nan	nan	nan	nan
196.0	medium	SELECT Count(*), log2.activity FROM log2 GROUP BY log2.activity	SELECT COUNT(idevent), activity FROM log3 GROUP BY activity	2772	2772	nan	nan	Original - não corresponde ao SQL e está imprecisa	nan	Quantos casos um recurso tem, agrupados por atividade?	How many cases a resource has, grouped by activity?	SELECT COUNT(idevent), activity FROM Log_table GROUP BY activity	 	nan	nan	nan	nan	nan
197.0	hard	SELECT Count(*) FROM log1 WHERE log1.activity = 'terminal'	SELECT count((idcase)), activity FROM log3 WHERE activity LIKE '%COMPLETE%' GROUP BY activity	2807	2807	nan	nan	Original (não entendi)	nan	Quantas são as atividades com status de completo determinando diferentes variantes no processo?	How many activities have complete status determining different variants in the process?	SELECT count ((idcase)), activity FROM public.log3_excerpt15 where activity like '%COMPLETE%' group by activity;	 	nan	nan	nan	nan	nan
198.0	hard	SELECT log1.activity FROM log2 JOIN log1 WHERE log2.activity = 'terminal' GROUP BY log1.activity HAVING Count(*) > 'terminal'	SELECT count((idcase)), activity FROM log3 WHERE activity LIKE '%COMPLETE%' GROUP BY activity HAVING COUNT(*) >= 3	2808	2808	nan	nan	Original (não entendi)	nan	Quais são as atividades com status de completo determinando diferentes variantes no processo com ocorrência maior ou igual a 3 eventos no log?	What are the activities with complete status determining different process variants with occurrence greater than or equal to 3 events in the log?	SELECT count ((idcase)), activity FROM public.log3_excerpt15 where activity like '%COMPLETE%' group by activity HAVING COUNT(*) >= 3	 	nan	nan	nan	nan	nan
199.0	hard	SELECT Avg(log2.costevent), log2.idcase FROM log2 GROUP BY log2.idcase	SELECT avg(costevent), idcase FROM log8 WHERE idcase = idcase GROUP BY idcase ORDER BY avg(costevent) DESC	2809	2809	nan	nan	Original	nan	Qual é o custo médio do evento por caso?	What is the average event cost per case?	SELECT avg ((costevent)), idcase FROM public.log8_excerpt40 where idcase = idcase group by idcase order by avg ((costevent)) desc	 	nan	nan	nan	nan	nan
200.0	hard	SELECT Avg(log2.costevent) FROM log2	SELECT avg(costevent), resource FROM log8 WHERE resource = resource GROUP BY resource ORDER BY avg(costevent) DESC	2810	2810	nan	nan	Original	nan	Qual é o valor médio do custo por recurso utilizado?	What is the average cost per resource used?	SELECT avg ((costevent)), resource FROM public.log8_excerpt40 where resource = resource group by resource order by avg ((costevent)) desc	 	nan	nan	nan	nan	nan
201.0	hard	SELECT log3.resource FROM log3 GROUP BY log3.resource ORDER BY Count(*) Desc HAVING Count(*) >= 'terminal'	SELECT count(idcase), resource FROM log6 WHERE idcase = idcase GROUP BY resource HAVING COUNT(*) >= 10 ORDER BY count(idcase) DESC	2812	2812	nan	nan	Original	nan	Quem são os recursos com alocação de tarefas maior ou igual a 10 ordenado pelo maior número de ocorrência?	Who are the resources with task allocation greater than or equal to 10 ordered by the highest number of occurrences?	SELECT count ((idcase)), resource FROM public.log6_excerpt29 where idcase = idcase group by resource HAVING COUNT(*) >= 10 order by count ((idcase)) desc	 	nan	nan	nan	nan	nan
202.0	medium	SELECT log2.enddatetime FROM log2 ORDER BY log2.enddatetime Asc	SELECT COUNT(activity), enddatetime FROM log7 GROUP BY enddatetime	2889	2889	nan	nan	Original - compara dois logs - achei interessante	nan	Quero agrupar as atividades pelo seu prazo final	I want to group activities by their deadline	SELECT COUNT (activity), enddatetime FROM public.log7_excerpt32 GROUP BY enddatetime;	 	nan	nan	nan	nan	nan
203.0	extra	SELECT log2.resource FROM log2	SELECT activity, costevent FROM log7 INTERSECT SELECT activity, costevent FROM log7	2890	2890	nan	nan	Original - compara dois logs - achei interessante	nan	Quero pegar as tuplas em comum que estao localizados nas tabelas de eventos de atividades	I want to get the common tuples that are located in the activity event tables	SELECT activity , costevent FROM public.log7_excerpt32 INTERSECT SELECT activity, costevent FROM public.log7_excerpt33;	 	nan	nan	nan	nan	nan
204.0	extra	SELECT Sum(*) FROM log1 GROUP BY log1.costevent ORDER BY Sum(log1.costevent) Asc	SELECT idcase, min(costevent), count(idcase) FROM log8 WHERE activity LIKE '%Declaration%' GROUP BY idcase, costevent HAVING min(costevent) != 0	3002	3002	nan	nan	Original - não entendi quando olhei o sql 	nan	Quantas etapas foram necessárias para a aprovação de um pedido com relação ao custo total desse pedido?	How many steps did it take to approve an order relative to the total cost of that order?	SELECT idcase, min(costevent), count(idcase) from Log8_excerpt37 where activity like '%Declaration%' group by idcase, costevent having min(costevent) <> 0	 	nan	nan	nan	nan	nan
205.0	extra	SELECT log1.enddatetime FROM log1 WHERE log1.startdatetime = 'terminal'	SELECT end_trip.idcase, (max(payment.enddatetime) - min(end_trip.enddatetime)) FROM log8 as end_trip JOIN log8 as payment ON end_trip.idcase = payment.idcase WHERE end_trip.activity LIKE '%Declaration SUBMITTED%' AND payment.activity LIKE '%Handled%' AND payment.costevent != 0 GROUP BY end_trip.idcase	3008	3008	nan	nan	Original - é ótima, mas cheia de semãntica	nan	Quanto tempo se passou desde o pedido de reembolso até a aprovação dele?(no caso de pedidos que foram aprovados)	How long has it been from the refund request to its approval? (For the cases that have been approved)	SELECT end_trip.idcase, (max(payment.enddatetime) - min(end_trip.enddatetime)) as delay from Log8_excerpt37 end_trip join Log8_excerpt37 payment on end_trip.idcase = payment.idcase where end_trip.activity LIKE '%Declaration SUBMITTED%' and payment.activity LIKE '%Handled%' and payment.costevent <> 0 group by end_trip.idcase	 	nan	nan	nan	nan	nan
