	Classificação Spider	Statement SQL gerado automaticamente	Statement SQL gerado pelo humano (corrigido?)	Id	Id	Acerto/errou	wh-question	Com asterisco = errada		Consulta em português	Consulta em inglês	Statement em SQL gerado pelo humano	Consulta em português no domínio de declaração de viagem internacional	Consulta em inglês no domínio de declaração de viagem internacional	Statement em SQL gerado pelo humano no domínio de declaração de viagem internacional	Revisado_1	Pré-classificação conceitual	Comentário
	easy									Liste os eventos com 'timestamp' em 2016.	List events with 'timestamp' in 2016.		 					
																		
18	easy	SELECT log1.idcase FROM log1 GROUP BY log1.idcase HAVING Count(*) BETWEEN 'terminal' AND 'terminal'	SELECT idcase FROM log3 GROUP BY idcase HAVING count(idcase) BETWEEN 1 AND 20	2681	2681			*Original (talvez eu não tenha entendido a intenção da consulta, mas me parece que mesmo para a consulta original o statement SQL está errado)		Quais são os incidentes com a quantidade de cases entre 1 e 20 eventos de atualização?	What are the incidents with the number of cases between 1 and 20 update events?	*SELECT idcase FROM process_mining.gerenciamento_de_incidentes GROUP BY idcase having count(idcase) between 1 and 20;	Quais são as declarações com até 20 eventos?	What are the declarations with up to 20 events?	SELECT idcase FROM events_log GROUP BY idcase HAVING count(*) <= 20	S	casos	
	easy							Possibilidades corretas no contexto de mineração de processos		Quais são os incidentes com até 20 eventos?	What are the incidents with up to 20 events?	SELECT idcase FROM log3 GROUP BY idcase HAVING count(idevent) <= 20;	 					
	easy									Quantos incidentes possuem até 20 eventos associados?	How many incidents have up to 20 events associated with them?	SELECT idcase FROM log3 GROUP BY idcase HAVING count(*) <= 20;	 					
	easy									Em quantos incidentes foram executados até 20 eventos?	On how many incidents were up to 20 events executed?		 					
	easy									Em quantos incidentes foram executadas até 20 atividades?	In how many incidents were up to 20 activities performed?		 					
	easy									Liste todos os incidentes que possuem até 20 eventos associados.	List all incidents that have up to 20 events associated with them.		 					
	easy									Liste todos os incidentes cujo trace possua até 20 eventos.	List all incidents whose trace has up to 20 events.		 					
																		
19	hard	SELECT log6.resource FROM log6 GROUP BY log6.resource ORDER BY Count(*) Desc LIMIT 1	SELECT resource FROM log2 GROUP BY resource ORDER BY count(idevent) DESC LIMIT 5	2683	2683			Original		Quais são os top 5 recursos com a maior quantidade de cases?	What are the top 5 resources with the most cases?	SELECT resource FROM process_mining.judicial GROUP BY resource ORDER BY count(idevent) desc LIMIT 5;	Quais são os top 5 recursos com a maior quantidade de casos?		select resource FROM events_log GROUP BY resource ORDER BY COUNT(DISTINCT idcase)  desc LIMIT 5	S	recurso	Se tiver mais de 5 recursos com maior quantidade de eventos, esses ficarão fora da consulta com esse SQL.
	hard							(achei bem difícil escrever essa consulta, não sei se o enunciado está bom)		Liste os cinco recursos que trabalharam na maior quantidade de cases.	List the five resources that worked on the highest number of cases.	(se em caso, tem que contar o caseID - para ser evento, tem que mudar a consulta, criei uma nova consulta para isso)	 		SELECT resource,COUNT(DISTINCT idcase) from events_log GROUP BY resource HAVING  COUNT(DISTINCT idcase) IN (SELECT COUNT(DISTINCT idcase) FROM events_log  GROUP BY resource ORDER BY COUNT(DISTINCT idcase)  desc LIMIT 5) ORDER BY COUNT(DISTINCT idcase) DESC			
	hard									Recupere os cinco recursos associados às maiores quantidades de cases.	Retrieve the five resources associated with the highest number of cases.	SELECT resource FROM process_mining.judicial GROUP BY resource ORDER BY count(idcase) desc LIMIT 5;	 					
	hard									Retorne os cinco recursos requisitados na maior quantidade de cases.	Return the five requested resources in the higest number of cases.	(ver se ela funciona)	 					
																		
20	?							nova consulta		Quais são os top 5 recursos com a maior quantidade de eventos?	What are the top 5 resources with the most events?	SELECT resource FROM process_mining.judicial GROUP BY resource ORDER BY count(idevent) desc LIMIT 5;	Quais são os top 5 recursos com a maior quantidade de eventos?		SELECT resource FROM events_log GROUP BY resource ORDER BY count(*) desc LIMIT 5	S	recurso	Similar a 2676, porém consultando apenas os TOP 5. No entanto, se tiver mais de 5 recursos com maior quantidade de eventos, esses ficarão fora da consulta com esse SQL.
	?									Liste os cinco recursos que trabalharam na maior quantidade de eventos.	List the five resources that worked on the highest number of events.	 	 					
	?									Recupere os cinco recursos associados às maiores quantidades de eventos.	Retrieve the five resources associated with the highest number of events.	(ver se ela funciona)	 					
	?									Retorne os cinco recursos requisitados na maior quantidade de eventos.	Return the five requested resources in the higest number of events.	 	 					
																		
21	extra	SELECT Count(*), log1.resource FROM log1 WHERE log1.enddatetime = 'terminal' GROUP BY log1.resource	SELECT resource, count(*) FROM log6 WHERE activity = 'In Progress' AND startdatetime BETWEEN '2012-01-01' AND '2012-12-31' GROUP BY resource	2686	2686			*Original (não está exatamente correta)		Quantas atividades em progresso temos para cada recurso no ano de 2012?	How many activities do we have in progress for each resource in the year of 2012?	SELECT resource, count(*) FROM log6 WHERE activity="In Progress" AND startdatetime LIKE '2012%' GROUP BY resource	Quantas atividades "inicio da viagem" temos para cada recurso no ano de 2016?	How many activities "start trip" do we have for each resource in the year 2016?	SELECT count(*), resource FROM events_log WHERE activity="Start trip" AND timestamp LIKE '2016%' GROUP BY resource	S	recurso	
	extra							Corrigindo na original		Quantas atividades "In progress" temos para cada recurso no ano de 2012?	How many activities "In progress" do we have for each resource in the year 2012?	 	 					
	extra									Quantas ocorrências da atividade "in progress" existem associadas a cada recurso no ano de 2012?	How many instances of the activity "in progress" are there associated with each resource in the year 2012?	 	 					
	extra									Quantas execuções da atividade "in progress" estão associadas a cada recurso no ano de 2012?	How many executions of the activitiy "in progress" are associated with each resource in the year 2012?	 	 					
	extra									Quantas ocorrências da atividade nomeada "in progress" existem associadas a cada recurso no ano de 2012?	How many instances of the activity named "in progress" are there associated with each resource in the year 2012?	 	 					
	extra									Quantas execuções das atividade nomeada "in progress" estão associadas a cada recurso no ano de 2012?	How many executions of the activity named "in progress" are associated with each resource in the year 2012?	 	 					
	extra									Informe o número de ocorrências da atividade nomeada "in progress" associadas a cada recurso no ano de 2012.	Inform the number of instances of the activity named "in progress" associated with each resource in the year 2012.	 	 					
	extra									Informe o total de ocorrências da atividade nomeada "in progress" executadas por cada recurso no ano de 2012.	Inform the total occurrences of the activity named "in progress" performed by each resource in the year 2012.	 	 					
																		
22	medium	SELECT log2.activity FROM log2 GROUP BY log2.activity ORDER BY Count(*) Desc LIMIT 1	SELECT resource, count(*) FROM log6 WHERE activity = 'Awaiting Assignment' GROUP BY resource	2688	2688			*Original (não está exatamente correta)		Quantas atividades 'esperando atribuição' existem para cada recurso?	What activity does the resource have the most? (acho que eu sobrepus o original sem querer)	SELECT resource, count(*) FROM log6 WHERE activity="Awaiting Assignment" GROUP BY resource	Quantas atividades 'declaração rejeitada pelo supervisor' existem para cada recurso?	How many activities 'declaration rejected by supervisor' are there for each resource?	SELECT  count(*), resource FROM events_log WHERE activity='Declaration rejected by supervisor' GROUP BY resource	S	eventos	
	medium							Corrigindo na original		Quantas atividades 'waiting assignment' existem para cada recurso?	How many activities 'waiting assignment' are there for each resource?	 	 					
	medium							Possibilidades corretas no contexto de mineração de processos		Quantas ocorrências da atividade 'waiting assignment' existem para cada recurso?	How many occurrences of the activity 'waiting assignment' are there for each resource?	 	 					
	medium									Quantas execuções da atividade 'waiting assignment' estão associadas a cada recurso?	How many executions of the activity 'waiting assignment' are associated with each resource?	 	 					
