1	Classificação Spider	Statement SQL gerado automaticamente	Statement SQL gerado pelo humano (corrigido?)			Acerto/errou	wh-question	Com asterisco = errada		Consulta em português	Consulta em inglês	Statement em SQL gerado pelo humano	 	
	extra									"Quantas execuções da atividade ""in progress"" estão associadas a cada recurso no ano de 2012?"	"How many executions of the activitiy ""in progress"" are associated with each resource in the year 2012?"	 	 	
	extra									"Quantas ocorrências da atividade nomeada ""in progress"" existem associadas a cada recurso no ano de 2012?"	"How many instances of the activity named ""in progress"" are there associated with each resource in the year 2012?"	 	 	
	extra									"Quantas execuções das atividade nomeada ""in progress"" estão associadas a cada recurso no ano de 2012?"	"How many executions of the activity named ""in progress"" are associated with each resource in the year 2012?"	 	 	
	extra									"Informe o número de ocorrências da atividade nomeada ""in progress"" associadas a cada recurso no ano de 2012."	"Inform the number of instances of the activity named ""in progress"" associated with each resource in the year 2012."	 	 	
	extra									"Informe o total de ocorrências da atividade nomeada ""in progress"" executadas por cada recurso no ano de 2012."	"Inform the total occurrences of the activity named ""in progress"" performed by each resource in the year 2012."	 	 	
													 	
22	medium	SELECT log2.activity FROM log2 GROUP BY log2.activity ORDER BY Count(*) Desc LIMIT 1	SELECT resource, count(*) FROM log6 WHERE activity = 'Awaiting Assignment' GROUP BY resource	2688	2688			*Original (não está exatamente correta)		Quantas atividades 'esperando atribuição' existem para cada recurso?	What activity does the resource have the most? (acho que eu sobrepus o original sem querer)	"SELECT resource, count(*) FROM log6 WHERE activity=""Awaiting Assignment"" GROUP BY resource"	 	
	medium							Corrigindo na original		Quantas atividades 'waiting assignment' existem para cada recurso?	How many activities 'waiting assignment' are there for each resource?	 	 	
	medium							Possibilidades corretas no contexto de mineração de processos		Quantas ocorrências da atividade 'waiting assignment' existem para cada recurso?	How many occurrences of the activity 'waiting assignment' are there for each resource?	 	 	
	medium									Quantas execuções da atividade 'waiting assignment' estão associadas a cada recurso?	How many executions of the activity 'waiting assignment' are associated with each resource?	 	 	
	medium									Quantas ocorrências da atividade nomeada 'waiting assignment' existem para cada recurso?	How many occurrences of the activity named 'waiting assignment' are there for each resource?	 	 	
	medium									Quantas execuções da atividade nomeada 'waiting assignement' existem para cada recurso?	How many executions of the activity named 'waiting assignment' are there for each resource?	 	 	
	medium									Quantas ocorrências da atividade chamada 'waiting assignment' existem para cada recurso?	How many occurrences of the activity called 'waiting assignment' are there for each resource?	 	 	
	medium									Quantas execuções da atividade chamada 'waiting assignement' existem para cada recurso?	How many executions of the activity called 'waiting assignment' are there for each resource?	 	 	
	medium									Informe a quantidade de ocorrências da atividade 'waiting assignment' associada a cada recurso.	Inform the number of occurrences of the 'waiting assignment' activity associated with each resource.	 	 	
	medium									Informe o número de ocorrências da atividade 'waiting assignment' associada a cada recurso.	Inform the number of occurrences of the activity 'waiting assignment' associated with each resource.	 	 	
	medium									Informe o total de ocorrências da atividade 'waiting assignment' associada a cada recurso.	Inform the total occurrences of the activity 'waiting assignment' associated with each resource.	 	 	
													 	
23	easy	SELECT log2.idcase FROM log2 GROUP BY log2.idcase HAVING Count(*) > 'terminal'	SELECT count(activity) FROM log7 GROUP BY idcase HAVING count(activity) > 50	2689	2689			Original		Quais são os cases que possuem mais de 50 atividades?	Which cases have more than 50 activities?	"*SELECT count(activity) FROM process_mining.prefeitura GROUP BY idcase HAVING count(activity) > 50;"	 	
	easy									Liste todos os cases que possuem mais de 50 atividades.	List all cases that have more than 50 activities.	"SELECT idcase FROM log7 GROUP BY idcase HAVING count(activity) > 50;"	 	
	easy									Em quais cases há mais de 50 atividades executadas?	In which cases are there more than 50 activities performed?	"SELECT idcase FROM log7 GROUP BY idcase HAVING count(*) > 50;"	 	
	easy										In which cases are there more than 50 activities carried out?	 	 	
													 	
24	hard	SELECT log1.activity FROM log1 GROUP BY log1.activity ORDER BY Count(*) Desc LIMIT 1	SELECT count(activity) FROM log7 GROUP BY idcase ORDER BY count(activity) DESC LIMIT 1	2690	2690			* Original (não faz sentido)		Qual é a maior quantidade de atividades em todo o log?	What is the greatest amount of activity in the entire log?	SELECT max(tb_activity.count_activity) FROM (SELECT count(activity) as count_activity, idcase FROM process_mining.prefeitura GROUP BY idcase) as tb_activity	 	
	hard							Tentado interpretar a consulta que o humano fez ....		Qual o caso que possui a maior quantidade de eventos?	Which case has the most number of events?	(funciona? E precisa ser complexo assim? Acho que pode ser mais simples)	 	
	hard									Qual o caso no qual há mais execuções de atividades?	What is the case in which there are more executions of activities?	 	 	
	hard									Recupere o identificador do caso que possui a maior quantidade de eventos.	Retrieve the identifier of the case that has the most number of events.	 	 	
	hard									Informe o identificador do caso com mais atividades executadas.	Inform the identifier of the case with more activities performed.	 	 	
	hard									Informe o identificador do caso mais longo em termos de número de eventos.	Inform the longest case identifier in terms of number of events.	 	 	
	hard									Informe o identificador do caso mais longo em termos de atividades executadas.	Inform the longest case identifier in terms of activities performed.	 	 	
													 	
25	extra	SELECT log2.idcase FROM log2 EXCEPT SELECT log2.idcase FROM log1 WHERE log1.costevent = 'terminal'	SELECT DISTINCT idcase FROM log1 WHERE resource LIKE '%908%' and idcase NOT IN (SELECT DISTINCT idcase FROM log1 where activity = 'Closed')	2693	2693			Original (tem que especificar o recurso - na requisição está aberto para entrada de dados)		Selecionar todos os casos do recurso solicitado que ainda não fechou.	Select all cases of the requested resource that have not yet closed.	"SELECT T0.idcase FROM incidentes T0 WHERE T0.resource1 LIKE '%908%' AND NOT EXISTS(SELECT '1' FROM Incidentes T1 WHERE T1.idcase = T0.idcase AND T1.activity IN('Closed'));"	 	
	extra							Não há como saber se o caso está aberto ou fechado a menos que tenhamos o END CASE - que não é comum.		"Selecionar todos os casos em que o recurso 908 trabalhou e que ainda não passaram pela atividade ""closed""."	"Select all cases in which the resource 908 has worked on and have not yet gone through the activity ""closed""."	essa consulta está correta? Ela pode ser feita de maneira mais simples também.	 	
	extra							Mudei bem a consulta.		"Recupere os identificadores dos casos nos quais o recurso 908 esteve envolvido e que ainda não passaram pela atividade ""closed""."	"Retrieve the identifiers of the cases in which the resource 908 was involved in and have not yet gone through the activity ""closed""."	Diferente formas de resolver uma consulta precisam ser colocadas no conjunto de dados.	 	
	extra									"Selecione todos os casos nos quais o recurso 908 trabalhou e a atividade ""closed"" não foi executada."	"Select all cases where resource 908 worked and the activity ""closed"" was not performed."	 	 	
	extra									"Quais são os casos que ainda não executaram a atividade ""closed"" e aos quais o recurso 908 está associado?"	"What are the cases that have not yet performed the activity ""closed"" and which resource 908 is associated with?"	 	 	
	extra									"Quais são os casos em que o o recurso 908 aparece e a atividade ""closed"" não foi ainda executada?"	"What are the cases where resource 908 appears and the activity ""closed"" has not yet been executed?"	 	 	
													 	
26	medium	SELECT log1.resource FROM log1 WHERE log1.startdatetime BETWEEN 'terminal' AND 'terminal'	SELECT * FROM log1 WHERE idcase = 'INC0001287' AND enddatetime BETWEEN '2016-03-02' AND '2016-07-13' ORDER BY enddatetime	2694	2694			*Original - temos que completar a consulta - para select * estamos falando sempre de eventos e não de casos		Recuperar informações de um determinado caso entre data inicial e data final.	Retrieve information for a given case between start date and end date.	"SELECT * FROM incidentes WHERE idcase = 'INC0001287' AND CAST(enddatetime AS date) BETWEEN '2016-03-02' AND '2016-07-13' ORDER BY enddatetime;"	 	
	medium							(o ponto é que desse jeito é uma consulta que deve esperar uma entrada de dados)		Recupere as informações dos eventos ocorridos entre as data '2016-03-02' e '2016-07-13' no caso com o identificador 'INC0001287'	Retrieve the information of events that occurred between the date '2016-03-02' and '2016-07-13' in case wwith the identifier 'INC0001287'		 	
